iter	MultiRMSE
548	0.01157307536
549	0.01156150128
550	0.01154989036
551	0.01153779567
552	0.0115298044
553	0.0115213044
554	0.01150917115
555	0.01150047331
556	0.01149069974
557	0.01148081483
558	0.01147116387
559	0.0114601974
560	0.01144616422
561	0.01143306884
562	0.01142387627
563	0.0114161567
564	0.01140511061
565	0.01139127905
566	0.01138094355
567	0.0113688646
568	0.01135588697
569	0.0113470828
570	0.0113381668
571	0.01132978347
572	0.01131639796
573	0.01130587537
574	0.0112971865
575	0.0112906079
576	0.01127830467
577	0.01126854199
578	0.01125870022
579	0.01124671252
580	0.01123848612
581	0.01122763865
582	0.01121696017
583	0.01120629732
584	0.01119381062
585	0.01118560343
586	0.01117851018
587	0.0111707171
588	0.01115829898
589	0.011147039
590	0.01113769434
591	0.01112550173
592	0.01111651454
593	0.01110545419
594	0.01109696306
595	0.01108832531
596	0.01107411272
597	0.01106317893
598	0.01105645968
599	0.01104641703
600	0.01103939907
601	0.01102744664
602	0.01101528293
603	0.01100621735
604	0.01100000398
605	0.01098865415
606	0.01097936473
607	0.01097174582
608	0.01096592348
609	0.01095828516
610	0.01095161986
611	0.01094404254
612	0.01093561954
613	0.0109303462
614	0.01092465982
615	0.0109141699
616	0.01090746963
617	0.01090210242
618	0.01089382843
619	0.01088418784
620	0.01087383858
621	0.01086571414
622	0.01086004062
623	0.01085398855
624	0.01084761288
625	0.01083939565
626	0.01083182767
627	0.01082747643
628	0.01082020612
629	0.01081396879
630	0.01080302554
631	0.01079512976
632	0.01078727603
633	0.01078172332
634	0.01077677077
635	0.01077069463
636	0.01076119499
637	0.01075232713
638	0.01074415242
639	0.01073577857
640	0.01072884899
641	0.01072388148
642	0.01071355739
643	0.01070770577
644	0.01070293083
645	0.01069165077
646	0.01068505207
647	0.01067632205
648	0.01067087961
649	0.01066188155
650	0.0106564954
651	0.01065015097
652	0.01064559938
653	0.01063812152
654	0.01062934654
655	0.01062343221
656	0.01061881368
657	0.01061405426
658	0.01060507837
659	0.01060064365
660	0.01059384038
661	0.01058451057
662	0.01057354235
663	0.0105680777
664	0.01056320083
665	0.01055886532
666	0.01055410833
667	0.0105494762
668	0.01054474706
669	0.01053962526
670	0.01052909811
671	0.0105192128
672	0.01051445556
673	0.01051001406
674	0.01050757417
675	0.01049812722
676	0.01049389211
677	0.0104893049
678	0.0104845345
679	0.01047539686
680	0.01047217202
681	0.01046554313
682	0.01045946983
683	0.01045281813
684	0.01044850006
685	0.01044356118
686	0.0104386114
687	0.0104350673
688	0.01042657367
689	0.0104229472
690	0.01041571794
691	0.01041098672
692	0.01040593285
693	0.0104027617
694	0.01039858131
695	0.01039071642
696	0.01038700553
697	0.01038097691
698	0.01037178682
699	0.01036518106
700	0.01035910823
701	0.01035250232
702	0.01034843851
703	0.01034414264
704	0.01034003508
705	0.0103341082
706	0.01032762724
707	0.0103226645
708	0.01031915874
709	0.01031165461
710	0.01030810877
711	0.01030528353
712	0.01030162922
713	0.01029661242
714	0.01028937928
715	0.01028520416
716	0.01028192253
717	0.0102783989
718	0.01027092534
719	0.01026546071
720	0.01025925773
721	0.0102506424
722	0.0102473863
723	0.01024297677
724	0.01023618445
725	0.01023268209
726	0.01022917094
727	0.01022482291
728	0.01021794823
729	0.01021412903
730	0.01020696914
731	0.01020191346
732	0.01019724217
733	0.01019088217
734	0.01018527026
735	0.01017858992
736	0.01017511416
737	0.01017150725
738	0.01016502702
739	0.01016154039
740	0.01015260979
741	0.01014785607
742	0.01014199418
743	0.01013686341
744	0.01013369897
745	0.01012612746
746	0.01011746432
747	0.01011355872
748	0.010110287
749	0.01010733291
750	0.01010177103
751	0.01009641425
752	0.01009189869
753	0.01008864312
754	0.01008305762
755	0.01007583284
756	0.01007110583
757	0.01006804093
758	0.01006328611
759	0.01005611855
760	0.01005198672
761	0.0100456994
762	0.01004095271
763	0.01003538304
764	0.0100301654
765	0.01002781031
766	0.01002428425
767	0.0100168557
768	0.01000996868
769	0.01000574242
770	0.01000278229
771	0.009999586154
772	0.009995957941
773	0.009992765742
774	0.009986705662
775	0.009981172846
776	0.009978085828
777	0.009972990039
778	0.009966015421
779	0.00996076807
780	0.009956971682
781	0.009954619328
782	0.009950888216
783	0.00994487886
784	0.009939766229
785	0.009935612609
786	0.009932272001
787	0.009929773589
788	0.009923992052
789	0.009921230746
790	0.009917541129
791	0.009912886533
792	0.009909358332
793	0.009906773009
794	0.009899927428
795	0.009897425018
796	0.009889589565
797	0.009882806912
798	0.00987815562
799	0.009870113245
800	0.009862757471
801	0.009856610748
802	0.009849489987
803	0.0098475004
804	0.009841533507
805	0.009839176402
806	0.009836561035
807	0.009830063915
808	0.009823951145
809	0.009817330678
810	0.009811473346
811	0.009805397717
812	0.009802503034
813	0.009795593598
814	0.009790279479
815	0.00978606422
816	0.009781353523
817	0.009778987858
818	0.00977467945
819	0.009770310918
820	0.009765001698
821	0.009759766526
822	0.00975606848
823	0.00975344153
824	0.009750010302
825	0.009745620654
826	0.009741977066
827	0.009738858955
828	0.009735382954
829	0.009731801259
830	0.009725474015
831	0.009722376961
832	0.0097165294
833	0.00971313705
834	0.009707104987
835	0.00970378488
836	0.009701404625
837	0.009698729494
838	0.009695722493
839	0.009692030898
840	0.009688078956
841	0.009685512503
842	0.009682822326
843	0.00967957164
844	0.009676394319
845	0.00967348028
846	0.009671630685
847	0.00966948437
848	0.00966714438
849	0.009663790146
850	0.009658669347
851	0.009653137228
852	0.009649248365
853	0.009645701447
854	0.00964130987
855	0.009638225314
856	0.009634615052
857	0.009629732774
858	0.009626675751
859	0.009621429204
860	0.009616290224
861	0.009611757823
862	0.009609230182
863	0.009606046306
864	0.009602080906
865	0.009598971101
866	0.009594767864
867	0.009591454111
868	0.009589339453
869	0.009584183077
870	0.00957943025
871	0.009576137802
872	0.009574057733
873	0.009572271649
874	0.009568454762
875	0.009563815189
876	0.009561456843
877	0.009559265968
878	0.009555063374
879	0.009551980735
880	0.009549791607
881	0.009548170822
882	0.009545874244
883	0.009542335799
884	0.009539224597
885	0.009534259562
886	0.009529605337
887	0.009526241548
888	0.009523222949
889	0.009520674613
890	0.009517279064
891	0.009512416433
892	0.009509320515
893	0.009506109568
894	0.009502518956
895	0.009498504635
896	0.009495842446
897	0.00949368214
898	0.0094895369
899	0.009484793294
900	0.009481929256
901	0.009479972115
902	0.009478047463
903	0.009475949645
904	0.009469875258
905	0.009463088083
906	0.009459768552
907	0.009455221959
908	0.0094517484
909	0.009449582678
910	0.009446283065
911	0.009441524104
912	0.00943965335
913	0.009435557129
914	0.009432949941
915	0.009428676514
916	0.009424582082
917	0.009420092774
918	0.009418478038
919	0.009415528261
920	0.009412404323
921	0.009408269793
922	0.009404214898
923	0.009400192764
924	0.009396724305
925	0.009393575203
926	0.009388463114
927	0.009384506984
928	0.009380419523
929	0.009379099854
930	0.009375940234
931	0.009370927391
932	0.009366625887
933	0.009363180321
934	0.009359681822
935	0.009356250746
936	0.009353528387
937	0.009348610686
938	0.009346356159
939	0.009342912141
940	0.009338929334
941	0.009336280199
942	0.009332863195
943	0.009328804988
944	0.009326361549
945	0.009322865094
946	0.009320561302
947	0.009318829932
948	0.009315980795
949	0.009313441539
950	0.009309003542
951	0.009305791041
952	0.009301154528
953	0.009296555915
954	0.009293039036
955	0.009289587729
956	0.009287241064
957	0.009282846767
958	0.009280423897
959	0.009276550806
960	0.009273054261
961	0.009269524717
962	0.009266587813
963	0.009263980604
964	0.009262498274
965	0.009259258632
966	0.009253246646
967	0.009249287649
968	0.009246656292
969	0.009244104935
970	0.009241346072
971	0.009238191591
972	0.009234741883
973	0.009232003554
974	0.009228730412
975	0.009225712125
976	0.009223351984
977	0.009221473053
978	0.009216716412
979	0.009212809464
980	0.009211202804
981	0.009207710787
982	0.009203335584
983	0.009200153566
984	0.009197860465
985	0.009195637811
986	0.009191910361
987	0.009188613155
988	0.00918394506
989	0.009179758614
990	0.009176098824
991	0.009173284974
992	0.009170452988
993	0.009168104145
994	0.009165781046
995	0.009162993116
996	0.009159321863
997	0.009156058905
998	0.009151779027
999	0.00914811863
1000	0.009146341498
1001	0.009143156149
1002	0.009139730319
1003	0.009137178537
1004	0.009132181431
1005	0.009129044775
1006	0.00912725571
1007	0.009125972883
1008	0.009123460686
1009	0.00912044735
1010	0.009116129683
1011	0.009114301197
1012	0.009112164545
1013	0.009107631614
1014	0.009106037486
1015	0.00910217645
1016	0.009098847067
1017	0.009096600279
1018	0.009094629696
1019	0.009092258668
1020	0.009088855271
1021	0.009086102166
1022	0.009083193988
1023	0.009081939872
1024	0.009077024034
1025	0.009074793533
1026	0.009071902417
1027	0.009069966773
1028	0.00906556567
1029	0.009063235023
1030	0.009060714307
1031	0.009058794048
1032	0.009055842616
1033	0.009054185476
1034	0.009051101149
1035	0.009047357406
1036	0.009044320101
1037	0.009041316417
1038	0.00903867435
1039	0.009035670526
1040	0.009033799673
1041	0.009030862807
1042	0.009029084916
1043	0.009025708453
1044	0.009023046138
1045	0.009020767744
1046	0.009018671943
1047	0.009016906901
1048	0.009012258011
1049	0.009010824911
1050	0.009007847373
1051	0.009004928603
1052	0.009002624879
1053	0.008998839232
1054	0.008995912156
1055	0.008994138852
1056	0.008990734886
1057	0.008987770177
1058	0.008984719452
1059	0.008981604519
1060	0.008979500833
1061	0.008977529411
1062	0.008975182572
1063	0.008973200503
1064	0.008971038888
1065	0.008968332324
1066	0.008966001614
1067	0.008964139503
1068	0.008961605671
1069	0.008958947785
1070	0.008957024942
1071	0.008955250166
1072	0.008953515824
1073	0.00894985928
1074	0.008947065192
1075	0.008945389982
1076	0.008940992949
1077	0.008938249044
1078	0.008936648492
1079	0.008933899118
1080	0.008931803781
1081	0.008930244784
1082	0.008927131409
1083	0.008925834978
1084	0.008922962221
1085	0.008921125382
1086	0.008918218292
1087	0.008913377985
1088	0.008911522985
1089	0.008908918008
1090	0.008906921503
1091	0.008905227628
1092	0.008901365809
1093	0.008897806292
1094	0.008896846189
1095	0.008894762766
1096	0.008891023197
1097	0.008888299965
1098	0.008884812475
1099	0.00888157297
1100	0.008878320052
1101	0.008877417747
1102	0.008875264393
1103	0.008873938826
1104	0.008870851476
1105	0.008868242744
1106	0.008866776427
1107	0.008863786598
1108	0.008860907713
1109	0.008858131114
1110	0.008856857915
1111	0.008855311497
1112	0.008854136193
1113	0.008851275379
1114	0.008848752114
1115	0.008846749093
1116	0.00884321086
1117	0.008840848277
1118	0.008839113727
1119	0.008837403081
1120	0.008833038953
1121	0.008831276266
1122	0.008829294186
1123	0.008825860582
1124	0.008822804276
1125	0.008819667405
1126	0.008817487211
1127	0.008814974602
1128	0.00881251582
1129	0.00880999852
1130	0.008808331637
1131	0.008806432911
1132	0.008803234198
1133	0.008801351418
1134	0.008799876695
1135	0.008798008917
1136	0.008794822926
1137	0.008792372285
1138	0.008789961083
1139	0.008788512954
1140	0.008785922188
1141	0.008782314561
1142	0.008780060298
1143	0.008778733705
1144	0.008777383036
1145	0.008775875346
1146	0.008773423473
1147	0.00877090906
1148	0.008769323122
1149	0.008767241494
1150	0.00876525587
1151	0.00876251644
1152	0.008760839018
1153	0.008758737641
1154	0.008756379463
1155	0.008753733451
1156	0.008750890262
1157	0.008747342659
1158	0.008745436586
1159	0.008742990648
1160	0.00874103135
1161	0.008738315761
1162	0.008735713688
1163	0.008733194211
1164	0.008730730195
1165	0.008727637588
1166	0.008725521137
1167	0.008724263751
1168	0.008721723545
1169	0.008719834861
1170	0.008717661981
1171	0.00871415931
1172	0.008710569119
1173	0.008708899001
1174	0.008706467132
1175	0.008702301508
1176	0.008698755722
1177	0.008697416887
1178	0.008694739487
1179	0.008692683344
1180	0.00868977541
1181	0.008686102725
1182	0.008684021015
1183	0.008681167733
1184	0.008680011019
1185	0.008678089819
1186	0.008675746937
1187	0.008672851874
1188	0.008668427548
1189	0.008665332605
1190	0.008661450698
1191	0.008659461461
1192	0.008657192577
1193	0.008655555874
1194	0.008653263548
1195	0.008651267809
1196	0.008649056902
1197	0.008646837841
1198	0.008644246319
1199	0.008642274395
1200	0.008641128934
1201	0.008637832388
1202	0.008634311504
1203	0.008632394252
1204	0.008630621886
1205	0.008628985232
1206	0.008626634147
1207	0.008624964654
1208	0.008622489668
1209	0.00861903432
1210	0.00861771012
1211	0.008615043786
1212	0.008613094334
1213	0.008611036182
1214	0.008607251909
1215	0.008605449154
1216	0.008604342861
1217	0.008602242332
1218	0.008598813518
1219	0.008596801207
1220	0.008594227531
1221	0.008591403337
1222	0.00858919619
1223	0.008587322259
1224	0.008584446447
1225	0.008583175712
1226	0.008581409885
1227	0.008579985881
1228	0.008578800477
1229	0.008574976108
1230	0.008571192258
1231	0.008568870235
1232	0.008566523635
1233	0.008564703355
1234	0.008562907374
1235	0.008560422947
1236	0.008557239074
1237	0.008555940568
1238	0.008554045038
1239	0.008552179199
1240	0.008548402333
1241	0.008547193671
1242	0.008546044066
1243	0.008544267688
1244	0.0085420248
1245	0.008540153465
1246	0.008538126667
1247	0.008536610176
1248	0.008534275736
1249	0.008532583922
1250	0.008529644135
1251	0.008527508385
1252	0.008525421079
1253	0.00852357879
1254	0.008522046035
1255	0.008518687924
1256	0.008517385979
1257	0.00851617813
1258	0.008514177753
1259	0.008512343416
1260	0.008510117429
1261	0.008509087124
1262	0.008506988466
1263	0.00850511336
1264	0.008503446483
1265	0.008501249338
1266	0.008499397707
1267	0.008496418871
1268	0.008494986577
1269	0.008492841291
1270	0.008491100227
1271	0.008488720889
1272	0.00848751963
1273	0.008485513218
1274	0.008484331443
1275	0.008482552137
1276	0.008481036438
1277	0.00847829696
1278	0.008476947938
1279	0.008475386404
1280	0.008472900196
1281	0.008469819971
1282	0.008468334397
1283	0.008466425633
1284	0.008464800867
1285	0.008462491895
1286	0.008460700619
1287	0.008459378528
1288	0.00845791342
1289	0.008456697184
1290	0.00845515818
1291	0.008453669429
1292	0.008451804324
1293	0.008449990381
1294	0.008448198591
1295	0.008446015895
1296	0.008444616341
1297	0.0084425228
1298	0.008441029791
1299	0.008439873051
1300	0.008438347907
1301	0.008436389394
1302	0.008434709828
1303	0.00843316564
1304	0.00843168334
1305	0.008429590647
1306	0.008427672154
1307	0.00842604773
1308	0.0084242401
1309	0.008420730703
1310	0.008419265402
1311	0.008417780722
1312	0.008415774102
1313	0.00841399428
1314	0.00841182168
1315	0.008410558605
1316	0.008409163292
1317	0.008406552367
1318	0.008404242814
1319	0.008401361897
1320	0.008400026412
1321	0.008397758438
1322	0.008395359151
1323	0.008394000662
1324	0.00839276759
1325	0.008392096637
1326	0.008390327289
1327	0.008388784606
1328	0.008387768283
1329	0.008386178023
1330	0.008383965241
1331	0.008381699458
1332	0.008379457327
1333	0.008378026563
1334	0.008375825097
1335	0.008374743628
1336	0.008373304558
1337	0.008370399421
1338	0.00836904232
1339	0.008367628834
1340	0.008366764149
1341	0.008366028229
1342	0.008364885099
1343	0.008362850045
1344	0.008361039257
1345	0.008358986711
1346	0.008357673784
1347	0.008356132343
1348	0.008354722351
1349	0.008353548999
1350	0.008352179367
1351	0.008349878483
1352	0.008348672592
1353	0.00834656086
1354	0.00834442995
1355	0.008340923625
1356	0.008338094827
1357	0.008336430042
1358	0.008333694096
1359	0.008332352855
1360	0.008330474369
1361	0.008328628729
1362	0.008326880022
1363	0.008325378708
1364	0.008324255243
1365	0.00832211506
1366	0.008320316063
1367	0.008318468739
1368	0.008316962003
1369	0.008315517076
1370	0.008313248884
1371	0.008311318778
1372	0.008310019788
1373	0.008308542663
1374	0.008306452026
1375	0.008305166577
1376	0.008303725659
1377	0.008301378551
1378	0.008299765646
1379	0.008298503661
1380	0.008297570608
1381	0.008295138876
1382	0.008293459598
1383	0.008291639838
1384	0.00829050148
1385	0.008288970345
1386	0.008287620873
1387	0.008286565604
1388	0.008284877593
1389	0.008283585659
1390	0.0082817616
1391	0.008278994125
1392	0.008277115666
1393	0.008275495828
1394	0.008274015925
1395	0.008272699382
1396	0.008271305054
1397	0.008269805652
1398	0.008267903784
1399	0.008266707804
1400	0.008265637546
1401	0.008263990867
1402	0.008262858271
1403	0.008261960477
1404	0.008259990959
1405	0.008258911478
1406	0.008257796572
1407	0.008256352675
1408	0.008255201167
1409	0.008252670272
1410	0.008251194917
1411	0.008250054468
1412	0.0082485781
1413	0.008247044967
1414	0.008246264901
1415	0.00824516657
1416	0.008244429018
1417	0.008243427964
1418	0.008242058363
1419	0.00823941809
1420	0.008237971414
1421	0.008236273734
1422	0.008235109684
1423	0.008233428128
1424	0.008231701141
1425	0.00822993452
1426	0.008227962557
1427	0.008226780606
1428	0.008225820474
1429	0.00822425408
1430	0.008223106763
1431	0.008222117697
1432	0.008221475425
1433	0.008219062612
1434	0.008217215481
1435	0.00821589911
1436	0.008214442001
1437	0.008212184517
1438	0.008211366366
1439	0.008209555832
1440	0.008208016461
1441	0.00820674786
1442	0.008205836137
1443	0.008204495587
1444	0.008203509697
1445	0.008202636475
1446	0.008201077738
1447	0.008200157876
1448	0.008198378616
1449	0.008197070971
1450	0.008196087856
1451	0.008194444524
1452	0.008193248145
1453	0.008191805066
1454	0.008188906738
1455	0.008186700942
1456	0.008185104109
1457	0.008183603453
1458	0.00818242564
1459	0.008181161694
1460	0.008179700015
1461	0.008178281212
1462	0.00817720993
1463	0.008175937229
1464	0.008174152125
1465	0.008172773331
1466	0.008171271129
1467	0.008169465592
1468	0.008167879749
1469	0.008167037165
1470	0.008164806683
1471	0.008164178351
1472	0.008162585229
1473	0.00816062403
1474	0.008159558337
1475	0.008158697594
1476	0.008157297252
1477	0.008156387983
1478	0.008154868757
1479	0.00815308921
1480	0.008152300662
1481	0.008150253017
1482	0.008149476681
1483	0.008148468203
1484	0.008146957629
1485	0.008145649806
1486	0.008144872958
1487	0.008142621582
1488	0.008141118503
1489	0.008137997971
1490	0.008137079033
1491	0.008135227518
1492	0.008133330344
1493	0.008132123214
1494	0.008130656808
1495	0.008129685515
1496	0.008128610421
1497	0.008127388259
1498	0.008126264419
