iter	Passed	Remaining
1497	390592	1873002
1498	390872	1872537
1499	391141	1871855
1500	391406	1871105
1501	391674	1870420
1502	391988	1870658
1503	392266	1870161
1504	392577	1870351
1505	392961	1871989
1506	393231	1871339
1507	393501	1870684
1508	393824	1871078
1509	394096	1870474
1510	394371	1869923
1511	394651	1869477
1512	394924	1868898
1513	395203	1868416
1514	395477	1867864
1515	395749	1867268
1516	396080	1867810
1517	396347	1867121
1518	396621	1866548
1519	396892	1865938
1520	397160	1865263
1521	397430	1864645
1522	397739	1864754
1523	398009	1864131
1524	398276	1863454
1525	398549	1862882
1526	398821	1862297
1527	399134	1862489
1528	399408	1861939
1529	399693	1861598
1530	399964	1860995
1531	400240	1860505
1532	400543	1860503
1533	400850	1860559
1534	401120	1859946
1535	401399	1859510
1536	401671	1858924
1537	401940	1858299
1538	402256	1858533
1539	402530	1858000
1540	402805	1857479
1541	403067	1856740
1542	403337	1856132
1543	403652	1856342
1544	403924	1855778
1545	404197	1855222
1546	404535	1855831
1547	404803	1855206
1548	405080	1854736
1549	405383	1854721
1550	405682	1854624
1551	405957	1854126
1552	406232	1853610
1553	406504	1853065
1554	406821	1853275
1555	407121	1853200
1556	407399	1852762
1557	407682	1852382
1558	407957	1851888
1559	408285	1852289
1560	408552	1851648
1561	408824	1851103
1562	409094	1850524
1563	409366	1849965
1564	409641	1849475
1565	409960	1849721
1566	410232	1849169
1567	410508	1848686
1568	410780	1848150
1569	411060	1847729
1570	411371	1847836
1571	411649	1847397
1572	411920	1846841
1573	412189	1846257
1574	412463	1845748
1575	412780	1845943
1576	413051	1845398
1577	413318	1844767
1578	413597	1844353
1579	413870	1843837
1580	414200	1844243
1581	414471	1843696
1582	414744	1843166
1583	415016	1842639
1584	415286	1842090
1585	415593	1842107
1586	415868	1841634
1587	416140	1841103
1588	416412	1840582
1589	416727	1840727
1590	416994	1840118
1591	417286	1839917
1592	417574	1839638
1593	417861	1839359
1594	418179	1839538
1595	418448	1838971
1596	418714	1838361
1597	418982	1837785
1598	419255	1837280
1599	419566	1837356
1600	419842	1836901
1601	420120	1836476
1602	420389	1835911
1603	420656	1835327
1604	420969	1835436
1605	421239	1834880
1606	421507	1834310
1607	421773	1833717
1608	422045	1833211
1609	422365	1833408
1610	422641	1832963
1611	422914	1832464
1612	423182	1831902
1613	423458	1831463
1614	423773	1831590
1615	424043	1831056
1616	424316	1830564
1617	424584	1830000
1618	424857	1829518
1619	425180	1829753
1620	425452	1829252
1621	425721	1828715
1622	425993	1828215
1623	426261	1827649
1624	426575	1827766
1625	426859	1827438
1626	427140	1827070
1627	427435	1826903
1628	427726	1826675
1629	428045	1826849
1630	428316	1826340
1631	428590	1825871
1632	428862	1825377
1633	429134	1824881
1634	429448	1824976
1635	429719	1824472
1636	429992	1823992
1637	430271	1823599
1638	430547	1823166
1639	430864	1823299
1640	431132	1822754
1641	431398	1822179
1642	431672	1821725
1643	431945	1821244
1644	432270	1821494
1645	432535	1820910
1646	432808	1820435
1647	433080	1819947
1648	433364	1819629
1649	433673	1819649
1650	433939	1819087
1651	434211	1818602
1652	434482	1818097
1653	434755	1817641
1654	435064	1817658
1655	435339	1817218
1656	435609	1816709
1657	435879	1816197
1658	436143	1815622
1659	436468	1815840
1660	436742	1815392
1661	437016	1814939
1662	437292	1814516
1663	437573	1814170
1664	437885	1814214
1665	438157	1813738
1666	438437	1813367
1667	438705	1812842
1668	438976	1812362
1669	439302	1812593
1670	439578	1812166
1671	439849	1811686
1672	440122	1811223
1673	440393	1810739
1674	440712	1810881
1675	440979	1810346
1676	441252	1809894
1677	441521	1809384
1678	441793	1808923
1679	442105	1808957
1680	442372	1808424
1681	442639	1807894
1682	442915	1807489
1683	443181	1806952
1684	443494	1806994
1685	443760	1806466
1686	444033	1806004
1687	444311	1805628
1688	444587	1805207
1689	444900	1805265
1690	445166	1804725
1691	445438	1804266
1692	445721	1803938
1693	446036	1804014
1694	446366	1804273
1695	446650	1803956
1696	446924	1803524
1697	447224	1803398
1698	447505	1803055
1699	447826	1803193
1700	448099	1802748
1701	448384	1802447
1702	448669	1802137
1703	448948	1801768
1704	449253	1801716
1705	449577	1801883
1706	449856	1801503
1707	450143	1801233
1708	450431	1800958
1709	450710	1800592
1710	451032	1800723
1711	451308	1800313
1712	451598	1800078
1713	451875	1799673
1714	452144	1799192
1715	452475	1799433
1716	452757	1799089
1717	453042	1798791
1718	453327	1798489
1719	453606	1798121
1720	453911	1798047
1721	454192	1797695
1722	454482	1797455
1723	454757	1797037
1724	455039	1796696
1725	455320	1796355
1726	455643	1796482
1727	455916	1796042
1728	456218	1795940
1729	456521	1795845
1730	456790	1795354
1731	457105	1795399
1732	457375	1794925
1733	457644	1794444
1734	457917	1794005
1735	458189	1793550
1736	458500	1793542
1737	458769	1793062
1738	459041	1792614
1739	459332	1792388
1740	459621	1792123
1741	459891	1791663
1742	460169	1791275
1743	460446	1790893
1744	460719	1790458
1745	461033	1790477
1746	461302	1790005
1747	461574	1789558
1748	461889	1789582
1749	462161	1789144
1750	462441	1788785
1751	462712	1788332
1752	462984	1787895
1753	463309	1788032
1754	463585	1787627
1755	463852	1787134
1756	464123	1786680
1757	464397	1786264
1758	464707	1786237
1759	464990	1785915
1760	465262	1785484
1761	465529	1784990
1762	465799	1784524
1763	466114	1784555
1764	466395	1784210
1765	466667	1783767
1766	466937	1783313
1767	467212	1782907
1768	467527	1782929
1769	467789	1782393
1770	468068	1782021
1771	468341	1781598
1772	468618	1781223
1773	468936	1781266
1774	469209	1780847
1775	469481	1780416
1776	469795	1780422
1777	470068	1779997
1778	470347	1779633
1779	470623	1779250
1780	470899	1778857
1781	471215	1778879
1782	471496	1778542
1783	471774	1778170
1784	472045	1777736
1785	472326	1777395
1786	472644	1777430
1787	472909	1776929
1788	473194	1776634
1789	473517	1776730
1790	473785	1776261
1791	474055	1775803
1792	474327	1775377
1793	474611	1775071
1794	474926	1775079
1795	475200	1774667
1796	475468	1774201
1797	475774	1774120
1798	476054	1773770
1799	476329	1773372
1800	476604	1772980
1801	476924	1773028
1802	477241	1773057
1803	477528	1772776
1804	477853	1772882
1805	478146	1772657
1806	478432	1772368
1807	478717	1772073
1808	479039	1772142
1809	479322	1771827
1810	479613	1771581
1811	479896	1771267
1812	480166	1770815
1813	480490	1770900
1814	480771	1770565
1815	481048	1770192
1816	481351	1770066
1817	481629	1769698
1818	481951	1769759
1819	482243	1769528
1820	482528	1769231
1821	482863	1769408
1822	483138	1769011
1823	483425	1768735
1824	483695	1768287
1825	484006	1768241
1826	484278	1767816
1827	484548	1767375
1828	484864	1767373
1829	485131	1766900
1830	485399	1766442
1831	485671	1766019
1832	485987	1766006
1833	486263	1765625
1834	486540	1765253
1835	486869	1765370
1836	487134	1764876
1837	487407	1764465
1838	487685	1764099
1839	487958	1763690
1840	488273	1763673
1841	488542	1763228
1842	488815	1762815
1843	489151	1762988
1844	489421	1762547
1845	489689	1762091
1846	489957	1761642
1847	490228	1761209
1848	490551	1761260
1849	490827	1760882
1850	491112	1760582
1851	491430	1760589
1852	491712	1760261
1853	491991	1759907
1854	492282	1759661
1855	492559	1759294
1856	492879	1759316
1857	493157	1758951
1858	493553	1759657
1859	493824	1759228
1860	494147	1759276
1861	494414	1758808
1862	494684	1758378
1863	494999	1758348
1864	495271	1757930
1865	495540	1757485
1866	495859	1757491
1867	496135	1757104
1868	496406	1756683
1869	496745	1756862
1870	497019	1756464
1871	497291	1756052
1872	497606	1756013
1873	497879	1755606
1874	498149	1755176
1875	498422	1754766
1876	498737	1754734
1877	499002	1754252
1878	499286	1753946
1879	499587	1753788
1880	499874	1753504
1881	500147	1753096
1882	500417	1752671
1883	500732	1752628
1884	500997	1752158
1885	501270	1751748
1886	501576	1751632
1887	501859	1751312
1888	502134	1750926
1889	502403	1750495
1890	502721	1750480
1891	502991	1750049
1892	503274	1749735
1893	503591	1749707
1894	503877	1749415
1895	504148	1748993
1896	504463	1748948
1897	504738	1748568
1898	505007	1748135
1899	505279	1747723
1900	505597	1747702
1901	505919	1747716
1902	506186	1747262
1903	506504	1747242
1904	506773	1746805
1905	507053	1746467
1906	507416	1746816
1907	507723	1746702
1908	508018	1746486
1909	508321	1746337
1910	508619	1746146
1911	508940	1746144
1912	509221	1745805
1913	509508	1745519
1914	509826	1745495
1915	510109	1745173
1916	510387	1744813
1917	510706	1744791
1918	511004	1744599
1919	511279	1744216
1920	511558	1743858
1921	511843	1743556
1922	512249	1744251
1923	512525	1743869
1924	512802	1743506
1925	513129	1743539
1926	513418	1743275
1927	513724	1743135
1928	514009	1742833
1929	514303	1742604
1930	514615	1742516
1931	514900	1742213
1932	515181	1741877
1933	515520	1742014
1934	515814	1741774
1935	516101	1741489
1936	516418	1741438
1937	516693	1741053
1938	516984	1740796
1939	517306	1740791
1940	517590	1740479
1941	517890	1740292
1942	518169	1739940
1943	518449	1739595
1944	518775	1739611
1945	519058	1739295
1946	519341	1738968
1947	519671	1739021
1948	519952	1738683
1949	520234	1738353
1950	520557	1738348
1951	520958	1738950
1952	521243	1738647
1953	521568	1738650
1954	521858	1738381
1955	522142	1738068
1956	522467	1738075
1957	522752	1737761
1958	523040	1737480
1959	523341	1737297
1960	523629	1737007
1961	523955	1737016
1962	524233	1736656
1963	524526	1736410
1964	524859	1736474
1965	525134	1736084
1966	525419	1735781
1967	525746	1735793
1968	526033	1735494
1969	526314	1735157
1970	526646	1735209
1971	526923	1734840
1972	527220	1734620
1973	527499	1734262
1974	527835	1734345
1975	528116	1734005
1976	528394	1733639
1977	528722	1733660
1978	529000	1733296
1979	529290	1733024
1980	529623	1733072
1981	529911	1732786
1982	530178	1732345
1983	530494	1732269
1984	530767	1731868
1985	531040	1731468
1986	531371	1731502
1987	531638	1731058
1988	531957	1730996
1989	532256	1730791
1990	532536	1730446
1991	532809	1730044
1992	533127	1729981
1993	533398	1729569
1994	533677	1729211
1995	533954	1728845
1996	534221	1728402
1997	534536	1728316
1998	534803	1727875
1999	535078	1727487
2000	535391	1727386
2001	535664	1726990
2002	535939	1726608
2003	536252	1726499
2004	536526	1726111
2005	536802	1725736
2006	537119	1725663
2007	537411	1725403
2008	537716	1725237
2009	538041	1725217
2010	538312	1724803
2011	538583	1724396
2012	538899	1724312
2013	539168	1723887
2014	539448	1723540
2015	539765	1723456
2016	540037	1723053
2017	540304	1722616
2018	540615	1722495
2019	540885	1722076
2020	541156	1721672
2021	541470	1721568
2022	541739	1721144
2023	542010	1720738
2024	542324	1720631
2025	542593	1720208
2026	542863	1719793
2027	543176	1719684
2028	543447	1719274
2029	543741	1719030
2030	544010	1718611
2031	544280	1718194
2032	544599	1718127
2033	544868	1717709
2034	545138	1717290
2035	545462	1717255
2036	545742	1716916
2037	546010	1716490
2038	546326	1716392
2039	546595	1715976
2040	546864	1715556
2041	547140	1715188
2042	547413	1714796
2043	547714	1714597
2044	547991	1714235
2045	548261	1713826
2046	548584	1713779
2047	548850	1713337
2048	549124	1712958
2049	549434	1712821
2050	549720	1712519
2051	549990	1712109
2052	550266	1711743
2053	550542	1711373
2054	550853	1711242
2055	551123	1710833
2056	551392	1710415
2057	551707	1710317
2058	551977	1709909
2059	552249	1709511
2060	552565	1709414
2061	552838	1709023
2062	553106	1708602
2063	553376	1708197
2064	553647	1707799
2065	553971	1707750
2066	554243	1707358
2067	554688	1708125
2068	554959	1707723
2069	555226	1707296
2070	555495	1706878
2071	555839	1706969
2072	556120	1706629
2073	556389	1706217
2074	556704	1706113
2075	556972	1705688
2076	557240	1705274
2077	557558	1705182
2078	557833	1704807
2079	558107	1704427
2080	558378	1704030
2081	558647	1703614
2082	558961	1703498
2083	559239	1703148
2084	559519	1702806
2085	559833	1702689
2086	560102	1702281
2087	560373	1701882
2088	560641	1701467
2089	560922	1701134
2090	561245	1701074
2091	561537	1700809
2092	561805	1700397
2093	562075	1699993
2094	562390	1699881
2095	562664	1699501
2096	562938	1699126
2097	563260	1699056
2098	563538	1698706
2099	563806	1698291
2100	564081	1697921
2101	564392	1697783
2102	564662	1697377
2103	564937	1697010
2104	565254	1696908
2105	565525	1696508
2106	565796	1696117
2107	566108	1695983
2108	566380	1695595
2109	566689	1695438
2110	566981	1695179
2111	567284	1694985
2112	567632	1695080
2113	567921	1694796
2114	568218	1694564
2115	568552	1694566
2116	568849	1694340
2117	569138	1694058
2118	569432	1693803
2119	569758	1693758
2120	570051	1693498
2121	570331	1693158
2122	570652	1693080
2123	570940	1692791
2124	571216	1692424
2125	571543	1692380
2126	571822	1692037
2127	572106	1691724
2128	572424	1691616
2129	572715	1691346
2130	572996	1691018
2131	573272	1690651
2132	573602	1690622
2133	573873	1690232
2134	574155	1689904
2135	574476	1689818
2136	574754	1689469
2137	575038	1689153
2138	575321	1688835
2139	575611	1688558
2140	575924	1688418
2141	576199	1688053
2142	576483	1687737
2143	576807	1687668
2144	577084	1687312
2145	577361	1686957
2146	577672	1686808
2147	577977	1686621
2148	578246	1686214
2149	578521	1685850
2150	578841	1685753
2151	579121	1685416
2152	579407	1685113
2153	579727	1685016
2154	580000	1684633
2155	580282	1684308
2156	580565	1683989
2157	580851	1683690
2158	581162	1683536
2159	581433	1683147
2160	581716	1682829
2161	582036	1682729
2162	582319	1682411
2163	582609	1682133
2164	582925	1682007
2165	583213	1681715
2166	583489	1681358
2167	583804	1681228
2168	584087	1680905
2169	584405	1680795
2170	584712	1680616
2171	584996	1680303
2172	585279	1679982
2173	585591	1679834
2174	585865	1679459
2175	586145	1679122
2176	586460	1678994
2177	586747	1678697
2178	587025	1678349
2179	587345	1678246
2180	587620	1677875
2181	587897	1677521
2182	588213	1677394
2183	588519	1677209
2184	588802	1676888
2185	589125	1676801
2186	589409	1676487
2187	589693	1676172
2188	590021	1676117
2189	590295	1675744
2190	590576	1675413
2191	590900	1675330
2192	591181	1674996
2193	591469	1674705
2194	591791	1674610
2195	592078	1674311
2196	592359	1673981
2197	592678	1673866
2198	592964	1673567
2199	593254	1673287
2200	593565	1673127
2201	593867	1672910
2202	594135	1672510
2203	594455	1672395
2204	594732	1672042
2205	595017	1671736
2206	595326	1671561
2207	595604	1671214
2208	595890	1670914
2209	596168	1670565
2210	596482	1670416
2211	596765	1670100
2212	597067	1669884
2213	597396	1669821
2214	597674	1669474
2215	597957	1669157
2216	598271	1669006
2217	598544	1668636
2218	599047	1669542
2219	599325	1669193
2220	599604	1668849
2221	599887	1668528
2222	600204	1668397
2223	600477	1668019
2224	600758	1667688
2225	601082	1667590
2226	601358	1667234
2227	601638	1666897
2228	601963	1666809
2229	602237	1666435
2230	602510	1666062
2231	602831	1665950
2232	603106	1665583
2233	603381	1665218
2234	603694	1665065
2235	603987	1664799
2236	604272	1664485
2237	604591	1664361
2238	604865	1663994
2239	605136	1663606
2240	605455	1663481
2241	605733	1663136
2242	606015	1662807
2243	606310	1662555
2244	606616	1662356
2245	606903	1662058
2246	607183	1661723
2247	607505	1661610
2248	607778	1661237
2249	608054	1660878
2250	608377	1660776
2251	608664	1660475
2252	608960	1660225
2253	609279	1660097
2254	609555	1659739
2255	609833	1659394
2256	610157	1659291
2257	610454	1659042
2258	610725	1658662
2259	611042	1658521
2260	611318	1658163
2261	611636	1658031
2262	611962	1657939
2263	612240	1657588
2264	612519	1657248
2265	612837	1657113
2266	613122	1656803
2267	613402	1656466
2268	613723	1656342
2269	614021	1656104
2270	614298	1655749
2271	614621	1655643
2272	614912	1655360
2273	615186	1654992
2274	615517	1654923
2275	615807	1654639
2276	616086	1654299
2277	616400	1654138
2278	616681	1653807
2279	616955	1653442
2280	617272	1653296
2281	617547	1652937
2282	617823	1652579
2283	618146	1652463
2284	618420	1652096
2285	618724	1651884
2286	619047	1651771
2287	619323	1651416
2288	619624	1651188
2289	619927	1650968
2290	620202	1650606
2291	620480	1650259
2292	620750	1649875
2293	621049	1649635
2294	621331	1649312
2295	621660	1649224
2296	621935	1648865
2297	622203	1648468
2298	622524	1648340
2299	622799	1647978
2300	623077	1647633
2301	623416	1647598
2302	623713	1647351
2303	623997	1647036
2304	624277	1646701
2305	624598	1646573
2306	624898	1646336
2307	625173	1645976
2308	625514	1645946
2309	625874	1646017
2310	626258	1646204
2311	626593	1646145
2312	626913	1646008
2313	627203	1645724
2314	627494	1645442
2315	627808	1645273
2316	628083	1644913
2317	628379	1644653
2318	628701	1644527
2319	628975	1644163
2320	629255	1643824
2321	629559	1643607
2322	629898	1643567
2323	630201	1643345
2324	630486	1643029
2325	630809	1642905
2326	631089	1642570
2327	631372	1642250
2328	631693	1642112
2329	631970	1641761
2330	632259	1641468
2331	632578	1641326
2332	632854	1640972
2333	633143	1640676
2334	633466	1640552
2335	633760	1640282
2336	634045	1639974
2337	634332	1639670
2338	634650	1639520
2339	634926	1639165
2340	635215	1638870
2341	635535	1638730
2342	635830	1638467
2343	636101	1638084
2344	636422	1637948
2345	656995	1736181
2346	657690	1737757
2347	658115	1738019
2348	658502	1738098
2349	658843	1737953
2350	659162	1737699
2351	659463	1737362
2352	659812	1737254
2353	660123	1736963
2354	660480	1736890
2355	660834	1736806
2356	661185	1736707
2357	661528	1736567
2358	661831	1736234
2359	662135	1735910
2360	662497	1735864
2361	662809	1735572
2362	663147	1735409
2363	663509	1735359
2364	663857	1735245
2365	664189	1735048
2366	664514	1734824
2367	664830	1734555
2368	665137	1734240
2369	665488	1734135
2370	665786	1733779
2371	666114	1733569
2372	666451	1733394
2373	666755	1733070
2374	667080	1732843
2375	667420	1732685
2376	667748	1732470
2377	668092	1732328
2378	668432	1732170
2379	668759	1731953
2380	669087	1731736
2381	669396	1731432
2382	669683	1731025
2383	670008	1730792
2384	670331	1730553
2385	670629	1730200
2386	670935	1729880
2387	671289	1729785
2388	671595	1729468
2389	671902	1729156
2390	672255	1729054
2391	672559	1728726
2392	672849	1728334
2393	673178	1728122
2394	673488	1727821
2395	673775	1727412
2396	674092	1727148
2397	674370	1726700
2398	674673	1726367
2399	675012	1726199
2400	675314	1725863
2401	675606	1725478
2402	675932	1725250
2403	676222	1724859
2404	676544	1724616
2405	676854	1724314
2406	677136	1723886
2407	677455	1723628
2408	677774	1723368
2409	678085	1723071
2410	678411	1722845
2411	678739	1722629
2412	679067	1722408
2413	679366	1722058
2414	679697	1721852
2415	679995	1721499
2416	680293	1721145
2417	680636	1720991
2418	680929	1720614
2419	681240	1720318
2420	681546	1720000
2421	681889	1719846
2422	682187	1719491
2423	682484	1719132
2424	682831	1719001
2425	683124	1718623
2426	683401	1718171
2427	683723	1717927
2428	684004	1717494
2429	684308	1717170
2430	684646	1716994
2431	684935	1716598
2432	685235	1716253
2433	685573	1716078
2434	685877	1715749
2435	686158	1715318
2436	686495	1715141
2437	686856	1715062
2438	687166	1714764
2439	687503	1714579
2440	687799	1714216
2441	688094	1713850
2442	688403	1713543
2443	688720	1713273
2444	689046	1713044
2445	689343	1712685
2446	689675	1712481
2447	689956	1712051
2448	690236	1711621
2449	690553	1711349
2450	690830	1710902
2451	691108	1710462
2452	691442	1710267
2453	691725	1709849
2454	692010	1709440
2455	692315	1709117
2456	692589	1708660
2457	692891	1708323
2458	693191	1707980
2459	693473	1707555
2460	693777	1707228
2461	694076	1706882
2462	694361	1706474
2463	694688	1706247
2464	694991	1705914
2465	695298	1705602
2466	695588	1705217
2467	695871	1704798
2468	696148	1704356
2469	696469	1704103
2470	696746	1703664
2471	697037	1703279
2472	697353	1703007
2473	697637	1702593
2474	697926	1702206
2475	698249	1701962
2476	698532	1701545
2477	698812	1701117
2478	699131	1700855
2479	699423	1700478
2480	699718	1700117
2481	700028	1699819
2482	700305	1699378
2483	700595	1698994
2484	700910	1698714
2485	701191	1698293
2486	701481	1697907
2487	701800	1697647
2488	702082	1697228
2489	702376	1696862
2490	702689	1696577
2491	702978	1696186
2492	703264	1695788
2493	703582	1695522
2494	703869	1695127
2495	704158	1694738
2496	704476	1694471
2497	704750	1694023
2498	705037	1693629
2499	705356	1693368
2500	705637	1692946
2501	705925	1692557
2502	706235	1692259
2503	706518	1691845
2504	706806	1691458
2505	707118	1691167
2506	707416	1690817
2507	707699	1690406
2508	708039	1690234
2509	708327	1689844
2510	708608	1689425
2511	708923	1689145
2512	709197	1688700
2513	709480	1688290
2514	709818	1688105
2515	710095	1687670
2516	710379	1687268
2517	710722	1687102
2518	710991	1686635
2519	711285	1686272
2520	711621	1686082
2521	711911	1685700
2522	712216	1685383
2523	712546	1685166
2524	712824	1684735
2525	713101	1684302
2526	713426	1684067
2527	713705	1683640
2528	713990	1683241
2529	714279	1682858
2530	714562	1682449
2531	714844	1682041
2532	715158	1681759
2533	715440	1681347
2534	715736	1680991
2535	716066	1680774
2536	716367	1680442
2537	716658	1680066
2538	716985	1679837
2539	717299	1679554
2540	717616	1679285
2541	717938	1679034
2542	718219	1678621
2543	718507	1678232
2544	718790	1677829
2545	719074	1677426
2546	719398	1677186
2547	719676	1676760
2548	719976	1676422
2549	720301	1676185
2550	720582	1675771
2551	720869	1675380
2552	721196	1675152
2553	721485	1674768
2554	721776	1674398
2555	722093	1674126
2556	722384	1673752
2557	722670	1673362
2558	722999	1673137
2559	723291	1672771
2560	723576	1672373
2561	723916	1672195
2562	724205	1671812
2563	724493	1671431
2564	724827	1671227
2565	725093	1670755
2566	725367	1670318
2567	725684	1670047
2568	725951	1669583
2569	726230	1669165
2570	726545	1668885
2571	726812	1668422
2572	727082	1667968
2573	727396	1667684
2574	727688	1667319
2575	727960	1666872
2576	728270	1666578
2577	728547	1666151
2578	728878	1665936
2579	729165	1665549
2580	729437	1665107
2581	729712	1664675
2582	730168	1664943
2583	730441	1664500
2584	730718	1664079
2585	731036	1663813
2586	731312	1663383
2587	731615	1663059
2588	731930	1662780
2589	732223	1662421
2590	732496	1661979
2591	732769	1661542
2592	733089	1661285
2593	733373	1660889
2594	733646	1660448
2595	733952	1660139
2596	734243	1659768
2597	734515	1659325
2598	734785	1658878
2599	735107	1658628
2600	735389	1658226
2601	735662	1657786
2602	735980	1657523
2603	736249	1657069
2604	736522	1656635
2605	736838	1656361
2606	737106	1655907
2607	737378	1655467
2608	737687	1655165
2609	737964	1654745
2610	738233	1654297
2611	738509	1653871
2612	738823	1653591
2613	739110	1653210
2614	739388	1652792
2615	739712	1652552
2616	739983	1652109
2617	740254	1651667
2618	740560	1651359
2619	740842	1650957
2620	741308	1651246
2621	741586	1650831
2622	741865	1650421
2623	742144	1650008
2624	742463	1649745
2625	742739	1649324
2626	743026	1648944
2627	743343	1648673
2628	743611	1648221
2629	743884	1647791
2630	744201	1647523
2631	744475	1647091
2632	744746	1646654
2633	745058	1646367
2634	745332	1645935
2635	745604	1645501
2636	745924	1645245
2637	746203	1644834
2638	746479	1644415
2639	746821	1644239
2640	747104	1643845
2641	747384	1643440
2642	747691	1643135
2643	747965	1642705
2644	748248	1642313
2645	748560	1642027
2646	748838	1641615
2647	749146	1641314
2648	749455	1641014
2649	749735	1640612
2650	750016	1640212
2651	750361	1640043
2652	750632	1639608
2653	750907	1639185
2654	751212	1638872
2655	751496	1638484
2656	751769	1638055
2657	752043	1637631
2658	752365	1637382
2659	752675	1637087
2660	752952	1636675
2661	753263	1636384
2662	753538	1635961
2663	753812	1635539
2664	754126	1635258
2665	754397	1634825
2666	754673	1634410
2667	754992	1634146
2668	755277	1633764
2669	755550	1633340
2670	755873	1633091
2671	756149	1632675
2672	756421	1632246
2673	756737	1631974
2674	757013	1631559
2675	757308	1631213
2676	757621	1630930
2677	757893	1630499
2678	758168	1630081
2679	758484	1629812
2680	758768	1629424
2681	759044	1629012
2682	759366	1628759
2683	759636	1628325
2684	759909	1627900
2685	760222	1627620
2686	760495	1627194
2687	760786	1626835
2688	761105	1626572
2689	761385	1626175
2690	761668	1625786
2691	761982	1625508
2692	762261	1625106
2693	762545	1624721
2694	762864	1624458
2695	763138	1624039
2696	763412	1623621
2697	763729	1623353
2698	764000	1622925
2699	764294	1622577
2700	764608	1622297
2701	764880	1621873
2702	765157	1621465
2703	765471	1621185
2704	765746	1620771
2705	766017	1620343
2706	766335	1620077
2707	766613	1619676
2708	766889	1619265
2709	767211	1619013
2710	767497	1618639
2711	767784	1618267
2712	768107	1618019
2713	768378	1617592
2714	768652	1617177
2715	768966	1616897
2716	769235	1616464
2717	769508	1616046
2718	769860	1615896
2719	770175	1615622
2720	770472	1615285
2721	770788	1615014
2722	771063	1614602
2723	771356	1614251
2724	771671	1613975
2725	771940	1613546
2726	772215	1613132
2727	772534	1612870
2728	772808	1612456
2729	773085	1612051
2730	773576	1612375
2731	773843	1611938
2732	774114	1611513
2733	774423	1611216
2734	774694	1610791
2735	774985	1610437
2736	775299	1610156
2737	775566	1609720
2738	775837	1609297
2739	776158	1609042
2740	776431	1608624
2741	776708	1608220
2742	777038	1607998
2743	777321	1607614
2744	777609	1607248
2745	777932	1607000
2746	778217	1606622
2747	778513	1606284
2748	778828	1606008
2749	779099	1605588
2750	779371	1605168
2751	779689	1604902
2752	779972	1604522
2753	780248	1604114
2754	780565	1603846
2755	780835	1603424
2756	781106	1603002
2757	781426	1602741
2758	781699	1602328
2759	781986	1601961
2760	782302	1601688
2761	782566	1601246
2762	782841	1600838
2763	783166	1600595
2764	783438	1600179
2765	783708	1599756
2766	784030	1599502
2767	784302	1599086
2768	784573	1598668
2769	784890	1598397
2770	785165	1597993
2771	785458	1597644
2772	785803	1597469
2773	786077	1597060
2774	786356	1596665
2775	786686	1596441
2776	786959	1596029
2777	787238	1595636
2778	787551	1595355
2779	787821	1594932
2780	788096	1594528
2781	788422	1594290
2782	788705	1593910
2783	788984	1593518
2784	789301	1593248
2785	789578	1592851
2786	789848	1592430
2787	790167	1592170
2788	790441	1591763
2789	790710	1591338
2790	791030	1591080
2791	791306	1590680
2792	791582	1590280
2793	791912	1590052
2794	792185	1589644
2795	792464	1589252
2796	792777	1588971
2797	793058	1588586
2798	793336	1588195
2799	793657	1587937
2800	793932	1587535
2801	794201	1587113
2802	794525	1586867
2803	794811	1586499
2804	795102	1586148
2805	795368	1585719
2806	795680	1585436
2807	795990	1585144
2808	796297	1584846
2809	796609	1584562
2810	796883	1584156
2811	797163	1583771
2812	797476	1583490
2813	797750	1583084
2814	798023	1582678
2815	798357	1582464
2816	798618	1582016
2817	798954	1581808
2818	799248	1581469
2819	799516	1581044
2820	799789	1580640
2821	800104	1580363
2822	800378	1579960
2823	800650	1579551
2824	800975	1579307
2825	801246	1578894
2826	801535	1578538
2827	801852	1578272
2828	802123	1577861
2829	802396	1577454
2830	802711	1577180
2831	802982	1576765
2832	803260	1576376
2833	803573	1576097
2834	803849	1575700
2835	804125	1575303
2836	804435	1575014
2837	804725	1574664
2838	805002	1574269
2839	805320	1574005
2840	805592	1573598
2841	805870	1573210
2842	806184	1572933
2843	806456	1572524
2844	806732	1572130
2845	807047	1571856
2846	807330	1571482
2847	807608	1571096
2848	807950	1570904
2849	808230	1570523
2850	808518	1570164
2851	808830	1569883
2852	809117	1569522
2853	809391	1569122
2854	809709	1568858
2855	809985	1568464
2856	810259	1568065
2857	810566	1567764
2858	810867	1567448
2859	811159	1567104
2860	811433	1566704
2861	811754	1566449
2862	812037	1566075
2863	812319	1565703
2864	812645	1565463
2865	812926	1565085
2866	813195	1564670
2867	813516	1564413
2868	813787	1564007
2869	814069	1563634
2870	814407	1563429
2871	814687	1563049
2872	814958	1562642
2873	815282	1562396
2874	815550	1561980
2875	815823	1561579
2876	816143	1561318
2877	816418	1560925
2878	816699	1560548
2879	817012	1560268
2880	817294	1559896
2881	817589	1559560
2882	817867	1559175
2883	818190	1558925
2884	818467	1558537
2885	818740	1558138
2886	819066	1557899
2887	819335	1557484
2888	819605	1557076
2889	819926	1556820
2890	820200	1556425
2891	820472	1556024
2892	820810	1555817
2893	821084	1555423
2894	821354	1555015
