iter	Passed	Remaining
412	100554	1847234
413	100797	1846982
414	101075	1847360
415	101321	1847160
416	101576	1847135
417	101824	1846961
418	102073	1846821
419	102355	1847274
420	102610	1847232
421	102854	1846994
422	103097	1846744
423	103339	1846469
424	103587	1846299
425	103871	1846761
426	104111	1846455
427	104353	1846184
428	104599	1845975
429	104844	1845750
430	105118	1846045
431	105367	1845890
432	105614	1845684
433	105854	1845385
434	106101	1845182
435	106373	1845425
436	106640	1845595
437	106890	1845442
438	107123	1845011
439	107362	1844688
440	107606	1844442
441	107885	1844791
442	108138	1844700
443	108390	1844594
444	108675	1845035
445	108926	1844905
446	109221	1845529
447	109457	1845139
448	109701	1844897
449	109943	1844606
450	110200	1844568
451	110439	1844243
452	110720	1844608
453	110966	1844387
454	111241	1844652
455	111493	1844525
456	111735	1844243
457	111978	1843983
458	112272	1844550
459	112531	1844541
460	112776	1844297
461	113021	1844056
462	113268	1843855
463	113566	1844482
464	113806	1844153
465	114108	1844827
466	114378	1844993
467	114653	1845238
468	114966	1846082
469	115220	1845971
470	115462	1845680
471	115703	1845369
472	115948	1845129
473	116237	1845583
474	116481	1845314
475	116735	1845207
476	117026	1845674
477	117279	1845551
478	117529	1845391
479	117785	1845313
480	118092	1846027
481	118342	1845848
482	118587	1845590
483	118837	1845417
484	119095	1845362
485	119339	1845094
486	119624	1845452
487	119864	1845133
488	120122	1845071
489	120379	1845000
490	120624	1844751
491	120915	1845195
492	121156	1844871
493	121397	1844559
494	121636	1844202
495	121878	1843910
496	122164	1844261
497	122419	1844151
498	122672	1844016
499	122922	1843830
500	123178	1843748
501	123468	1844156
502	123716	1843938
503	123961	1843684
504	124206	1843416
505	124470	1843445
506	124756	1843785
507	125015	1843736
508	125271	1843633
509	125525	1843498
510	125784	1843451
511	126075	1843856
512	126325	1843660
513	126572	1843420
514	126820	1843205
515	127078	1843126
516	127368	1843524
517	127621	1843362
518	127856	1842962
519	128108	1842789
520	128351	1842495
521	128632	1842740
522	128899	1842796
523	129147	1842567
524	129395	1842351
525	129645	1842145
526	129892	1841904
527	130185	1842325
528	130432	1842082
529	130685	1841920
530	130949	1841920
531	131225	1842094
532	131470	1841814
533	131713	1841519
534	131959	1841267
535	132213	1841119
536	132492	1841319
537	132742	1841129
538	132991	1840907
539	133245	1840767
540	133504	1840687
541	133785	1840910
542	134034	1840686
543	134284	1840481
544	134528	1840195
545	134778	1839992
546	135071	1840378
547	135330	1840303
548	135576	1840039
549	135822	1839783
550	136073	1839590
551	136372	1840038
552	136622	1839831
553	136867	1839564
554	137121	1839406
555	137384	1839366
556	137672	1839667
557	137916	1839378
558	138173	1839267
559	138431	1839155
560	138689	1839057
561	138982	1839411
562	139229	1839159
563	139482	1838993
564	139739	1838867
565	139995	1838733
566	140288	1839087
567	140541	1838911
568	140789	1838674
569	141048	1838585
570	141309	1838511
571	141612	1838976
572	141853	1838646
573	142093	1838304
574	142340	1838054
575	142581	1837718
576	142866	1837946
577	143107	1837623
578	143352	1837338
579	143594	1837018
580	143831	1836633
581	144114	1836839
582	144353	1836480
583	144595	1836166
584	144836	1835838
585	145098	1835767
586	145383	1835993
587	145619	1835595
588	145868	1835361
589	146106	1835002
590	146343	1834620
591	146635	1834929
592	146875	1834581
593	147112	1834204
594	147356	1833906
595	147600	1833618
596	147880	1833773
597	148120	1833430
598	148369	1833188
599	148611	1832869
600	148853	1832556
601	149148	1832895
602	149401	1832705
603	149641	1832360
604	149875	1831948
605	150131	1831807
606	150412	1831964
607	150652	1831616
608	150893	1831288
609	151134	1830958
610	151375	1830622
611	151656	1830781
612	151909	1830595
613	152160	1830388
614	152461	1830775
615	152699	1830412
616	152946	1830148
617	153188	1829833
618	153431	1829523
619	153709	1829642
620	153952	1829332
621	154195	1829021
622	154438	1828725
623	154730	1828999
624	154969	1828635
625	155212	1828333
626	155449	1827957
627	155695	1827683
628	155944	1827447
629	156225	1827595
630	156468	1827279
631	156711	1826977
632	156978	1826951
633	157242	1826888
634	157482	1826548
635	157726	1826257
636	157970	1825959
637	158217	1825701
638	158484	1825667
639	158747	1825597
640	158991	1825305
641	159240	1825066
642	159483	1824756
643	159749	1824710
644	159992	1824415
645	160278	1824591
646	160521	1824287
647	160768	1824028
648	161011	1823722
649	161262	1823508
650	161546	1823661
651	161790	1823369
652	162027	1822997
653	162274	1822734
654	162516	1822417
655	162793	1822490
656	163030	1822116
657	163277	1821859
658	163565	1822060
659	163801	1821667
660	164040	1821319
661	164290	1821091
662	164539	1820849
663	164785	1820576
664	165066	1820699
665	165302	1820312
666	165544	1819999
667	165838	1820253
668	166079	1819918
669	166324	1819643
670	166624	1819953
671	166865	1819624
672	167103	1819262
673	167384	1819376
674	167625	1819048
675	167870	1818767
676	168118	1818508
677	168407	1818697
678	168647	1818365
679	168897	1818134
680	169185	1818310
681	169420	1817917
682	169664	1817622
683	169911	1817353
684	170154	1817052
685	170442	1817229
686	170687	1816934
687	170925	1816581
688	171200	1816612
689	171471	1816601
690	171710	1816254
691	171959	1816015
692	172241	1816114
693	172481	1815781
694	172728	1815517
695	172992	1815428
696	173238	1815151
697	173524	1815291
698	173774	1815062
699	174028	1814873
700	174313	1814994
701	174553	1814655
702	174801	1814399
703	175044	1814099
704	175290	1813821
705	175579	1813988
706	175817	1813634
707	176063	1813349
708	176346	1813456
709	176588	1813141
710	176829	1812808
711	177102	1812818
712	177356	1812621
713	177602	1812339
714	177855	1812131
715	178139	1812242
716	178380	1811920
717	178623	1811606
718	178870	1811341
719	179112	1811023
720	179400	1811178
721	179666	1811101
722	179905	1810745
723	180154	1810501
724	180451	1810735
725	180696	1810444
726	180945	1810200
727	181230	1810311
728	181473	1810000
729	181717	1809708
730	181964	1809437
731	182210	1809158
732	182502	1809335
733	182744	1809016
734	182983	1808669
735	183257	1808673
736	183507	1808435
737	183755	1808177
738	184005	1807936
739	184287	1808007
740	184534	1807742
741	184775	1807416
742	185056	1807474
743	185303	1807210
744	185560	1807032
745	185814	1806834
746	186109	1807029
747	186354	1806743
748	186603	1806488
749	186851	1806233
750	187097	1805953
751	187383	1806057
752	187625	1805738
753	187870	1805453
754	188151	1805504
755	188413	1805382
756	188655	1805066
757	188907	1804840
758	189196	1804969
759	189434	1804613
760	189681	1804341
761	189955	1804328
762	190204	1804072
763	190450	1803797
764	190699	1803539
765	190985	1803644
766	191229	1803343
767	191474	1803047
768	191779	1803321
769	192022	1803020
770	192271	1802760
771	192541	1802708
772	192798	1802524
773	193046	1802270
774	193290	1801965
775	193573	1802027
776	193811	1801671
777	194056	1801380
778	194341	1801467
779	194589	1801203
780	194829	1800867
781	195074	1800572
782	195320	1800287
783	195610	1800416
784	195850	1800082
785	196104	1799872
786	196386	1799921
787	196626	1799579
788	196868	1799266
789	197114	1798983
790	197363	1798730
791	197666	1798962
792	197909	1798657
793	198163	1798449
794	198440	1798442
795	198687	1798170
796	198944	1797991
797	199208	1797872
798	199496	1797968
799	199752	1797775
800	200011	1797610
801	200299	1797696
802	200552	1797479
803	200798	1797194
804	201092	1797342
805	201338	1797060
806	201594	1796861
807	201842	1796598
808	202090	1796328
809	202349	1796164
810	202620	1796104
811	202869	1795845
812	203119	1795600
813	203426	1795847
814	203676	1795605
815	203927	1795362
816	204214	1795442
817	204455	1795107
818	204728	1795062
819	205052	1795459
820	205303	1795214
821	205546	1794910
822	205834	1794990
823	206089	1794779
824	206335	1794489
825	206583	1794223
826	206874	1794328
827	207122	1794064
828	207368	1793777
829	207658	1793870
830	207910	1793631
831	208157	1793353
832	208452	1793488
833	208695	1793181
834	208950	1792974
835	209263	1793254
836	209509	1792967
837	209765	1792771
838	210027	1792618
839	210302	1792577
840	210599	1792721
841	210871	1792660
842	211130	1792477
843	211414	1792512
844	211662	1792243
845	211911	1791979
846	212195	1792015
847	212444	1791747
848	212692	1791476
849	212949	1791283
850	213229	1791279
851	213481	1791038
852	213731	1790782
853	214022	1790873
854	214266	1790564
855	214511	1790270
856	214807	1790400
857	215072	1790266
858	215310	1789907
859	215555	1789611
860	215849	1789722
861	216099	1789463
862	216346	1789183
863	216626	1789174
864	216884	1788987
865	217128	1788681
866	217377	1788413
867	217670	1788509
868	217921	1788260
869	218165	1787956
870	218447	1787962
871	218690	1787642
872	218939	1787382
873	219224	1787404
874	219465	1787077
875	219716	1786826
876	220003	1786869
877	220256	1786632
878	220506	1786381
879	220783	1786336
880	221052	1786236
881	221294	1785908
882	221541	1785630
883	221834	1785717
884	222080	1785427
885	222333	1785194
886	222619	1785223
887	222866	1784936
888	223115	1784672
889	223396	1784660
890	223646	1784402
891	223888	1784079
892	224133	1783779
893	224415	1783780
894	224667	1783534
895	224917	1783272
896	225205	1783314
897	225448	1783000
898	225713	1782861
899	225972	1782675
900	226213	1782342
901	226494	1782326
902	226750	1782110
903	226993	1781798
904	227285	1781865
905	227541	1781653
906	227798	1781447
907	228073	1781382
908	228330	1781180
909	228578	1780901
910	228820	1780580
911	229115	1780666
912	229352	1780304
913	229599	1780023
914	229867	1779901
915	230136	1779788
916	230382	1779500
917	230662	1779469
918	230935	1779385
919	231188	1779143
920	231444	1778932
921	231735	1778982
922	231989	1778756
923	232237	1778476
924	232524	1778495
925	232768	1778190
926	233021	1777949
927	233309	1777977
928	233579	1777870
929	233852	1777782
930	234157	1777936
931	234410	1777698
932	234673	1777528
933	234931	1777326
934	235217	1777336
935	235468	1777081
936	235711	1776767
937	236030	1777021
938	236302	1776922
939	236555	1776683
940	236839	1776671
941	237109	1776558
942	237358	1776287
943	237624	1776140
944	237905	1776110
945	238148	1775792
946	238390	1775470
947	238639	1775193
948	238890	1774936
949	239178	1774956
950	239424	1774662
951	239667	1774342
952	239970	1774469
953	240222	1774222
954	240497	1774139
955	240784	1774150
956	241022	1773793
957	241293	1773686
958	241578	1773674
959	241825	1773388
960	242071	1773091
961	242351	1773047
962	242595	1772734
963	242830	1772361
964	243109	1772305
965	243351	1771980
966	243609	1771775
967	243896	1771778
968	244133	1771417
969	244376	1771097
970	244656	1771054
971	244892	1770681
972	245133	1770355
973	245414	1770310
974	245674	1770117
975	245907	1769724
976	246178	1769613
977	246450	1769506
978	246698	1769220
979	246942	1768916
980	247222	1768861
981	247472	1768594
982	247714	1768274
983	247995	1768229
984	248239	1767919
985	248479	1767583
986	248726	1767295
987	249014	1767297
988	249268	1767055
989	249511	1766743
990	249797	1766733
991	250043	1766437
992	250286	1766118
993	250594	1766261
994	250837	1765948
995	251083	1765648
996	251373	1765665
997	251615	1765340
998	251860	1765039
999	252143	1765003
1000	252392	1764727
1001	252642	1764463
1002	252883	1764133
1003	253161	1764059
1004	253418	1763844
1005	253657	1763498
1006	253926	1763364
1007	254184	1763155
1008	254425	1762821
1009	254677	1762569
1010	254965	1762562
1011	255201	1762199
1012	255462	1762007
1013	255753	1762026
1014	255994	1761695
1015	256237	1761378
1016	256522	1761354
1017	256771	1761079
1018	257015	1760771
1019	257291	1760684
1020	257537	1760384
1021	257781	1760077
1022	258080	1760142
1023	258318	1759795
1024	258570	1759542
1025	258845	1759444
1026	259092	1759152
1027	259332	1758820
1028	259586	1758579
1029	259895	1758712
1030	260148	1758463
1031	260387	1758119
1032	260670	1758074
1033	260917	1757784
1034	261157	1757448
1035	261431	1757342
1036	261683	1757087
1037	261922	1756745
1038	262165	1756434
1039	262456	1756439
1040	262694	1756091
1041	262939	1755790
1042	263221	1755738
1043	263461	1755401
1044	263703	1755079
1045	263986	1755030
1046	264234	1754745
1047	264473	1754410
1048	264777	1754494
1049	265059	1754439
1050	265299	1754105
1051	265538	1753766
1052	265819	1753704
1053	266076	1753479
1054	266314	1753132
1055	266558	1752826
1056	266839	1752762
1057	267077	1752409
1058	267326	1752137
1059	267611	1752100
1060	267850	1751756
1061	268096	1751460
1062	268378	1751400
1063	268615	1751050
1064	268865	1750784
1065	269162	1750818
1066	269400	1750472
1067	269640	1750141
1068	269925	1750094
1069	270164	1749756
1070	270407	1749441
1071	270679	1749319
1072	270938	1749107
1073	271185	1748818
1074	271439	1748574
1075	271715	1748474
1076	271976	1748278
1077	272213	1747920
1078	272492	1747838
1079	272730	1747495
1080	272969	1747154
1081	273269	1747206
1082	273514	1746907
1083	273751	1746554
1084	273999	1746272
1085	274283	1746219
1086	274524	1745892
1087	274780	1745666
1088	275065	1745617
1089	275307	1745298
1090	275545	1744952
1091	275829	1744901
1092	276072	1744585
1093	276324	1744329
1094	276611	1744296
1095	276846	1743931
1096	277097	1743665
1097	277376	1743580
1098	277615	1743243
1099	277878	1743055
1100	278168	1743038
1101	278405	1742689
1102	278649	1742380
1103	278932	1742318
1104	279169	1741969
1105	279411	1741649
1106	279696	1741597
1107	279935	1741260
1108	280182	1740970
1109	280463	1740893
1110	280699	1740537
1111	280942	1740226
1112	281232	1740204
1113	281470	1739859
1114	281709	1739525
1115	282017	1739613
1116	282262	1739310
1117	282510	1739030
1118	282792	1738957
1119	283032	1738627
1120	283283	1738364
1121	283527	1738060
1122	283821	1738056
1123	284057	1737705
1124	284302	1737405
1125	284590	1737365
1126	284830	1737037
1127	285078	1736755
1128	285362	1736689
1129	285604	1736373
1130	285851	1736085
1131	286154	1736137
1132	286395	1735816
1133	286637	1735496
1134	286884	1735207
1135	287169	1735150
1136	287412	1734838
1137	287653	1734517
1138	287947	1734507
1139	288186	1734175
1140	288434	1733894
1141	288722	1733850
1142	288963	1733529
1143	289236	1733396
1144	289520	1733330
1145	289762	1733012
1146	290002	1732682
1147	290302	1732708
1148	290547	1732413
1149	290789	1732093
1150	291051	1731894
1151	291340	1731857
1152	291595	1731615
1153	291852	1731388
1154	292150	1731400
1155	292412	1731204
1156	292677	1731021
1157	292938	1730816
1158	293230	1730793
1159	293481	1730526
1160	293733	1730267
1161	294025	1730248
1162	294267	1729930
1163	294527	1729714
1164	294843	1729831
1165	295102	1729616
1166	295367	1729430
1167	295656	1729389
1168	295920	1729201
1169	296187	1729024
1170	296490	1729066
1171	296746	1728827
1172	297012	1728650
1173	297318	1728700
1174	297602	1728628
1175	297887	1728559
1176	298191	1728597
1177	298468	1728480
1178	298733	1728293
1179	299042	1728365
1180	299295	1728109
1181	299564	1727942
1182	300677	7587083
1183	301108	5262891
1184	301600	4626357
1185	302086	4296218
1186	302459	3944754
1187	302771	3641082
1188	303081	3422567
1189	303371	3241430
1190	303659	3098489
1191	304001	3020888
1192	304288	2923325
1193	304566	2837025
1194	304858	2771416
1195	305152	2716077
1196	305464	2675946
1197	305746	2628122
1198	306028	2586106
1199	306315	2550437
1200	306594	2515953
1201	306920	2500396
1202	307233	2482309
1203	307508	2454019
1204	307797	2432409
1205	308075	2409410
1206	308355	2388831
1207	308632	2368905
1208	308912	2351216
1209	309239	2346369
1210	309514	2329527
1211	309823	2321296
1212	310124	2312156
1213	310401	2298126
1214	310690	2287642
1215	311005	2282987
1216	311281	2270893
1217	311551	2258377
1218	311832	2248433
1219	312104	2237435
1220	312396	2230562
1221	312709	2227430
1222	312986	2218565
1223	313256	2209100
1224	313530	2200577
1225	313801	2191927
1226	314102	2188124
1227	314378	2180881
1228	314651	2173541
1229	314975	2173662
1230	315255	2167668
1231	315534	2161771
1232	315810	2155696
1233	316083	2149411
1234	316364	2144416
1235	316680	2143999
1236	316975	2141009
1237	317246	2135092
1238	317519	2129758
1239	317784	2123670
1240	318072	2120293
1241	318420	2123862
1242	318699	2119638
1243	318990	2116867
1244	319269	2112835
1245	319550	2109205
1246	319823	2104751
1247	320090	2099891
1248	320374	2096890
1249	320685	2096576
1250	320955	2092370
1251	321227	2088324
1252	321498	2084409
1253	321766	2080236
1254	322036	2076419
1255	322358	2077370
1256	322625	2073413
1257	322900	2070220
1258	323174	2066956
1259	323448	2063872
1260	323719	2060587
1261	324030	2060683
1262	324316	2058760
1263	324596	2056314
1264	324868	2053328
1265	325142	2050509
1266	325419	2048018
1267	325766	2051115
1268	326054	2049521
1269	326353	2048775
1270	326629	2046339
1271	326912	2044439
1272	327184	2041811
1273	327540	2045312
1274	327815	2042918
1275	328090	2040537
1276	328358	2037756
1277	328634	2035538
1278	328911	2033418
1279	329226	2033971
1280	329501	2031843
1281	329773	2029442
1282	330045	2027174
1283	330314	2024701
1284	330587	2022551
1285	330892	2022486
1286	331170	2020693
1287	331435	2018134
1288	331708	2016067
1289	332019	2016466
1290	332409	2021665
1291	332677	2019345
1292	332960	2017934
1293	333233	2015978
1294	333504	2013877
1295	333776	2011936
1296	334094	2012688
1297	334362	2010528
1298	334633	2008552
1299	334906	2006701
1300	335176	2004789
1301	335454	2003266
1302	335766	2003700
1303	336033	2001650
1304	336305	1999867
1305	336583	1998440
1306	336861	1997068
1307	337123	1994818
1308	337460	1996586
1309	337738	1995199
1310	338011	1993578
1311	338276	1991593
1312	338601	1992698
1313	338873	1991106
1314	339187	1991613
1315	339459	1990023
1316	339730	1988373
1317	340022	1987836
1318	340298	1986475
1319	340598	1986311
1320	340894	1985954
1321	341163	1984278
1322	341436	1982829
1323	341710	1981494
1324	341981	1979966
1325	342259	1978808
1326	342561	1978763
1327	342847	1977980
1328	343127	1976936
1329	343407	1975900
1330	343680	1974567
1331	343955	1973324
1332	344275	1974090
1333	344551	1972916
1334	344818	1971393
1335	345093	1970188
1336	345365	1968863
1337	345638	1967634
1338	345902	1966005
1339	346216	1966486
1340	346482	1964982
1341	346757	1963836
1342	347026	1962487
1343	347299	1961258
1344	347588	1960758
1345	347889	1960707
1346	348178	1960188
1347	348456	1959223
1348	348722	1957796
1349	348998	1956762
1350	349291	1956431
1351	349583	1956071
1352	349856	1954919
1353	350170	1955411
1354	350448	1954505
1355	350724	1953496
1356	350997	1952409
1357	351266	1951163
1358	351544	1950298
1359	351862	1950897
1360	352129	1949618
1361	352401	1948535
1362	352674	1947483
1363	352942	1946266
1364	353217	1945287
1365	353535	1945899
1366	353806	1944819
1367	354081	1943859
1368	354358	1942986
1369	354628	1941883
1370	354902	1940929
1371	355212	1941267
1372	355479	1940068
1373	355758	1939281
1374	356032	1938371
1375	356305	1937409
1376	356577	1936399
1377	356893	1936925
1378	357166	1935966
1379	357445	1935226
1380	357730	1934687
1381	358012	1934063
1382	358285	1933137
1383	358613	1934009
1384	358877	1932785
1385	359155	1932061
1386	359429	1931182
1387	359700	1930207
1388	359970	1929226
1389	360290	1929819
1390	360562	1928885
1391	360858	1928725
1392	361127	1927733
1393	361421	1927492
1394	361743	1928133
1395	362020	1927397
1396	362287	1926329
1397	362559	1925440
1398	362832	1924584
1399	363104	1923694
1400	363378	1922887
1401	363648	1921959
1402	363918	1921017
1403	364189	1920127
1404	364455	1919089
1405	364730	1918350
1406	365041	1918640
1407	365309	1917662
1408	365581	1916824
1409	365855	1916062
1410	366130	1915314
1411	366407	1914630
1412	366681	1913850
1413	366974	1913648
1414	367268	1913435
1415	367541	1912651
1416	367807	1911699
1417	368074	1910756
1418	368346	1909950
1419	368658	1910260
1420	368944	1909841
1421	369213	1908975
1422	369488	1908279
1423	369762	1907534
1424	370033	1906722
1425	370308	1906051
1426	370587	1905459
1427	370892	1905580
1428	371175	1905103
1429	371448	1904360
1430	371722	1903640
1431	371993	1902853
1432	372261	1902018
1433	372566	1902126
1434	372855	1901822
1435	373148	1901613
1436	373421	1900893
1437	373703	1900412
1438	373975	1899669
1439	374248	1898955
1440	374523	1898300
1441	374797	1897606
1442	375107	1897836
1443	375373	1896962
1444	375643	1896194
1445	375917	1895523
1446	376186	1894731
1447	376488	1894778
1448	376774	1894396
1449	377051	1893809
1450	377321	1893062
1451	377597	1892453
1452	377868	1891724
1453	378180	1891989
1454	378458	1891446
1455	378730	1890750
1456	379001	1890043
1457	379275	1889386
1458	379554	1888872
1459	379864	1889092
1460	380135	1888372
1461	380405	1887650
1462	380677	1886964
1463	380945	1886207
1464	381264	1886626
1465	381534	1885887
1466	381811	1885346
1467	382091	1884847
1468	382361	1884151
1469	382652	1883923
1470	382945	1883725
1471	383210	1882905
1472	383485	1882323
1473	383761	1881752
1474	384032	1881088
1475	384348	1881412
1476	384630	1880973
1477	384904	1880382
1478	385180	1879808
1479	385510	1880428
1480	385820	1880612
1481	386096	1880061
1482	386366	1879380
1483	386639	1878760
1484	386914	1878169
1485	387226	1878400
1486	387498	1877749
1487	387774	1877204
1488	388048	1876629
1489	388339	1876391
1490	388609	1875720
1491	388922	1875944
1492	389193	1875299
1493	389462	1874615
1494	389736	1874020
1495	390005	1873342
1496	390307	1873345
